,address,code_district,code_suburb,id,number,total_bases,last_updated,longitude,latitude,coordinates
0,"Calle Miguel Moya nº 1,",01,015,1406,2,27,2024-03-15 08:58:01,-3.70569,40.4204,"(-3.70569, 40.4204)"
1,"Plaza Conde Surchill, 4 ,",07,072,1407,3,19,2024-03-15 08:58:01,-3.7072537,40.4303223,"(-3.7072537, 40.4303223)"
2,"Calle Fuencarral nº 106,",01,014,1409,5,27,2024-03-15 08:58:01,-3.7021354,40.4285212,"(-3.7021354, 40.4285212)"
3,"Calle Hortaleza nº 63,",01,014,1410,6,19,2024-03-15 08:58:01,-3.698447,40.424148,"(-3.698447, 40.424148)"
4,"Calle Hortaleza nº 75,",01,014,1411,7,19,2024-03-15 08:58:01,-3.6977715,40.4251906,"(-3.6977715, 40.4251906)"
5,"Plaza de Alonso Martínez nº 6,",07,074,1412,8,24,2024-03-15 08:58:01,-3.6954403,40.4278682,"(-3.6954403, 40.4278682)"
6,"Plaza de San Miguel nº 10,",01,011,1413,9,24,2024-03-15 08:58:01,-3.7095084,40.4156057,"(-3.7095084, 40.4156057)"
7,"Calle Marqués de la Ensenada (junto a edif, Centro Colón),",01,014,1414,10,23,2024-03-15 08:58:01,-3.692104,40.425403,"(-3.692104, 40.425403)"
8,"Calle San Andrés nº 18 - 20,",01,015,1415,11,23,2024-03-15 08:58:01,-3.7036,40.427,"(-3.7036, 40.427)"
9,"Calle San Bernardo nº 85 - 87,",01,015,1416,12,27,2024-03-15 08:58:01,-3.7061406,40.4284667,"(-3.7061406, 40.4284667)"
10,"Calle Conde Duque nº 22,",01,015,1417,13,23,2024-03-15 08:58:01,-3.7105,40.4273,"(-3.7105, 40.4273)"
11,"Ventura Rodríguez, 3,",09,092,1418,14,27,2024-03-15 08:58:01,-3.7133069,40.4260425,"(-3.7133069, 40.4260425)"
12,"Calle norte nº 10,",01,015,1419,15,19,2024-03-15 08:58:01,-3.7074453,40.4262383,"(-3.7074453, 40.4262383)"
13,"Calle San Bernardo nº 22,",01,015,1420,16,19,2024-03-15 08:58:01,-3.7074808485065,40.4229374,"(-3.7074808485065, 40.4229374)"
14,"Plaza de Carlos Cambronero nº 2,",01,015,1421,17,23,2024-03-15 08:58:01,-3.704166,40.423126,"(-3.704166, 40.423126)"
15,"Plaza de Pedro Zerolo nº 20,",01,014,1422,18,24,2024-03-15 08:58:01,-3.6996776,40.4209251,"(-3.6996776, 40.4209251)"
16,"Calle Prim nº 4,",01,014,1423,19,28,2024-03-15 08:58:01,-3.6954983,40.4218616,"(-3.6954983, 40.4218616)"
17,"Calle Alcalá nº 48,",01,013,1424,20A,27,2024-03-15 08:58:01,-3.6952465,40.4188076,"(-3.6952465, 40.4188076)"
18,"Calle Jacometrezo nº 3,",01,016,1425,22,3,2024-03-15 08:58:01,-3.7065376,40.4200783,"(-3.7065376, 40.4200783)"
19,"Plaza de Santo Domingo nº 1,",01,011,1426,23,24,2024-03-15 08:58:01,-3.708249,40.4202595,"(-3.708249, 40.4202595)"
20,"Calle Carlos III nº 1,",01,011,1427,24,18,2024-03-15 08:58:01,-3.7106495,40.417767,"(-3.7106495, 40.417767)"
21,"Plaza de Celenque nº 1,",01,016,1428,25A,24,2024-03-15 08:58:01,-3.7057791,40.4173703,"(-3.7057791, 40.4173703)"
22,"Plaza de Celenque nº 1,",01,016,1429,25B,24,2024-03-15 08:58:01,-3.7058976,40.4173687,"(-3.7058976, 40.4173687)"
23,"Plaza de las Salesas nº 2,",01,014,1430,26,27,2024-03-15 08:58:01,-3.6945,40.4239,"(-3.6945, 40.4239)"
24,"Calle Jesús nº 6,",01,013,1431,27,27,2024-03-15 08:58:01,-3.6957,40.4133,"(-3.6957, 40.4133)"
25,"Calle Alcalá nº 28,",01,013,1432,28,18,2024-03-15 08:58:01,-3.6984583,40.41806,"(-3.6984583, 40.41806)"
26,"Calle del Marqués de Cubas nº 25,",01,013,1433,29,23,2024-03-15 08:58:01,-3.6957434,40.4163838,"(-3.6957434, 40.4163838)"
27,"Calle Pavía nº 4,",01,011,1434,30,27,2024-03-15 08:58:01,-3.711504,40.4192095,"(-3.711504, 40.4192095)"
28,"Calle Mayor nº 16,",01,016,1435,31,27,2024-03-15 08:58:01,-3.7068969,40.4163638,"(-3.7068969, 40.4163638)"
29,"Plaza de la Provincia (esquina calle Gerona),",01,016,1436,32,18,2024-03-15 08:58:01,-3.7061032,40.4150099,"(-3.7061032, 40.4150099)"
30,"Calle Carretas nº 3,",01,016,1437,33,23,2024-03-15 08:58:01,-3.7033305,40.4165873,"(-3.7033305, 40.4165873)"
31,"Plaza de Jacinto Benavente,",01,016,1438,34,24,2024-03-15 08:58:01,-3.7036825,40.4146755,"(-3.7036825, 40.4146755)"
32,"Plaza del Cordón nº1,",01,011,1439,35,24,2024-03-15 08:58:01,-3.7103285,40.4141931,"(-3.7103285, 40.4141931)"
33,"Plaza de Ramales nº1,",01,011,1440,36,24,2024-03-15 08:58:01,-3.71183,40.4168,"(-3.71183, 40.4168)"
34,"Plaza de San Francisco,",01,011,1441,37,24,2024-03-15 08:58:01,-3.714113,40.4108,"(-3.714113, 40.4108)"
35,"Carrera de San Francisco enfrente del nº 2 ,",01,011,1442,38,27,2024-03-15 08:58:01,-3.7115898,40.4113586,"(-3.7115898, 40.4113586)"
36,"Plaza de la Cebada nº 3,",01,011,1443,39,31,2024-03-15 08:58:01,-3.7088337,40.4112744,"(-3.7088337, 40.4112744)"
37,"Plaza del Conde de Romanones nº 2,",01,012,1444,40,18,2024-03-15 08:58:01,-3.7047949666162405,40.413778406369765,"(-3.7047949666162405, 40.413778406369765)"
38,"Calle Atocha nº 56,",01,012,1445,41,19,2024-03-15 08:58:01,-3.6991147,40.4122047,"(-3.6991147, 40.4122047)"
39,"Calle Santa Isabel 32,",01,012,1446,42,27,2024-03-15 08:58:01,-3.6982922,40.4108488,"(-3.6982922, 40.4108488)"
40,"Calle Jesús y María, 38 ,",01,012,1447,43,18,2024-03-15 08:58:01,-3.702471,40.4100387,"(-3.702471, 40.4100387)"
41,"Plaza Nelson Mandela, 44 ,",01,012,1448,44,19,2024-03-15 08:58:01,-3.7038640533106593,40.40979071254635,"(-3.7038640533106593, 40.40979071254635)"
42,"Puerta de Toledo 1 ,",01,012,1449,45,19,2024-03-15 08:58:01,-3.7111034,40.4068659,"(-3.7111034, 40.4068659)"
43,"Calle Ribera de Curtidores nº 28,",02,022,1450,46,27,2024-03-15 08:58:01,-3.7071259,40.4053153,"(-3.7071259, 40.4053153)"
44,"Plaza Embajadores, 7 ,",02,022,1451,47,24,2024-03-15 08:58:01,-3.7027998,40.4045772,"(-3.7027998, 40.4045772)"
45,"Glorieta de Embajadores nº 7,",01,012,1452,48,24,2024-03-15 08:58:01,-3.7020566,40.4054815,"(-3.7020566, 40.4054815)"
46,"Calle de Santa Isabel (esquina con plaza del Emperador Carlos V),",01,012,1454,50,24,2024-03-15 08:58:01,-3.6933463,40.4083684,"(-3.6933463, 40.4083684)"
47,"Ronda de Atocha (esquina con Plaza del Emperador Carlos V),",01,012,1455,51,26,2024-03-15 08:58:01,-3.6935205,40.4075606,"(-3.6935205, 40.4075606)"
48,"Plaza de Santa Ana nº 10,",01,013,1456,52,15,2024-03-15 08:58:01,-3.7007164,40.4144226,"(-3.7007164, 40.4144226)"
49,"Plazuela de Ana Diosdado,",01,012,1457,53,24,2024-03-15 08:58:01,-3.700754126389314,40.40830870823806,"(-3.700754126389314, 40.40830870823806)"
50,"Calle Barceló nº 9,",01,014,1458,54,19,2024-03-15 08:58:01,-3.700392997553259,40.426599101766264,"(-3.700392997553259, 40.426599101766264)"
51,"Plaza de San Ildefonso nº4,",01,015,1459,55,24,2024-03-15 08:58:01,-3.7020842,40.4239757,"(-3.7020842, 40.4239757)"
52,"Plaza del Carmen nº 1,",01,016,1460,56,23,2024-03-15 08:58:01,-3.7032414,40.4184192,"(-3.7032414, 40.4184192)"
53,"Calle Santa Cruz del Marcenado nº 26,",01,015,1461,57,23,2024-03-15 08:58:01,-3.7126299,40.4295658,"(-3.7126299, 40.4295658)"
54,"Calle Augusto Figueroa nº 33,",01,014,1462,58,27,2024-03-15 08:58:01,-3.6978583,40.4222783,"(-3.6978583, 40.4222783)"
55,"Calle Espíritu Santo nº 30,",01,015,1463,59,19,2024-03-15 08:58:01,-3.7043418,40.4255495,"(-3.7043418, 40.4255495)"
56,"Plaza de la Independencia, s/n ,",03,035,1464,60,23,2024-03-15 08:58:01,-3.688398,40.419752,"(-3.688398, 40.419752)"
57,"Calle O'Donnell nº 30,",03,034,1465,61,27,2024-03-15 08:58:01,-3.6753139,40.4214551,"(-3.6753139, 40.4214551)"
58,"Calle O'Donnell nº 48,",03,034,1466,62,27,2024-03-15 08:58:01,-3.6724968,40.4213148,"(-3.6724968, 40.4213148)"
59,"Calle Ibiza nº 64,",03,034,1467,63,23,2024-03-15 08:58:01,-3.6708959,40.4179237,"(-3.6708959, 40.4179237)"
60,"Calle Antonio Maura nº 13,",03,035,1468,65,24,2024-03-15 08:58:01,-3.689424797942769,40.4167014469994,"(-3.689424797942769, 40.4167014469994)"
61,"Calle Almadén 26,",01,013,1469,67,23,2024-03-15 08:58:01,-3.693225,40.4108472,"(-3.693225, 40.4108472)"
62,"Calle Espalter nº 3,",03,035,1470,68,19,2024-03-15 08:58:01,-3.6913232,40.4127692,"(-3.6913232, 40.4127692)"
63,"Avenida de Alfonso XII nº 54,",03,035,1471,69,27,2024-03-15 08:58:01,-3.688822,40.409808,"(-3.688822, 40.409808)"
64,"Avenida de Menéndez Pelayo nº 63,",03,035,1472,70,27,2024-03-15 08:58:01,-3.677872542327878,40.415382385574716,"(-3.677872542327878, 40.415382385574716)"
65,"Calle Doce de Octubre nº 28,",03,034,1473,71,23,2024-03-15 08:58:01,-3.6739,40.4161,"(-3.6739, 40.4161)"
66,"Calle Doctor Esquerdo nº 62,",03,036,1474,72,23,2024-03-15 08:58:01,-3.6696,40.4159,"(-3.6696, 40.4159)"
67,"Calle de los Astros, nº5 ,",03,033,1475,73,23,2024-03-15 08:58:01,-3.6687,40.4115,"(-3.6687, 40.4115)"
68,"Avenida de Menéndez Pelayo nº 69,",03,035,1476,74,26,2024-03-15 08:58:01,-3.676588763788984,40.41206290978386,"(-3.676588763788984, 40.41206290978386)"
69,"Avenida del Mediterráneo nº 19,",03,036,1478,76,24,2024-03-15 08:58:01,-3.675102,40.407271,"(-3.675102, 40.407271)"
70,"Plaza del Conde de Casal nº 8,",03,031,1479,77,18,2024-03-15 08:58:01,-3.6707132,40.4064784,"(-3.6707132, 40.4064784)"
71,"Calle Cerro de la Plata nº 4,",03,032,1480,78,23,2024-03-15 08:58:01,-3.6745240600494444,40.40063747422422,"(-3.6745240600494444, 40.40063747422422)"
72,"Avenida de Menéndez Pelayo nº 38,",03,031,1481,79,27,2024-03-15 08:58:01,-3.6804398243230696,40.405110193977585,"(-3.6804398243230696, 40.405110193977585)"
73,"Calle Claudio Moyano, nº5 ,",03,035,1484,81,24,2024-03-15 08:58:01,-3.691833220071059,40.40934261188139,"(-3.691833220071059, 40.40934261188139)"
74,"Calle Lira, nº1 ,",03,033,1485,82,23,2024-03-15 08:58:01,-3.6697526,40.4084556,"(-3.6697526, 40.4084556)"
75,"Calle Pío Baroja nº8,",03,036,1486,83,23,2024-03-15 08:58:01,-3.6744795,40.4132995,"(-3.6744795, 40.4132995)"
76,"Calle Doctor Esquerdo nº 191,",03,032,1487,84,23,2024-03-15 08:58:01,-3.672481575393678,40.40357156992851,"(-3.672481575393678, 40.40357156992851)"
77,"Avenida de Menéndez Pelayo, 9,",03,035,1488,85,27,2024-03-15 08:58:01,-3.679891,40.4213143,"(-3.679891, 40.4213143)"
78,"Paseo del Prado, 1B ,",01,013,1489,86,24,2024-03-15 08:58:01,-3.6933498,40.4186516,"(-3.6933498, 40.4186516)"
79,"Calle Ayala nº 46,",04,041,1490,87,23,2024-03-15 08:58:01,-3.6832566,40.427736,"(-3.6832566, 40.427736)"
80,"Calle Velázquez, 13 ,",04,046,1491,88,23,2024-03-15 08:58:01,-3.6838303,40.4313576,"(-3.6838303, 40.4313576)"
81,"Calle Ayala nº 104,",04,042,1492,89,23,2024-03-15 08:58:01,-3.6752024,40.4272582,"(-3.6752024, 40.4272582)"
82,"Calle Goya, 20 ,",04,041,1493,90,27,2024-03-15 08:58:01,-3.6838416,40.4251493,"(-3.6838416, 40.4251493)"
83,"Calle Hermosilla nº 71,",04,042,1494,91,23,2024-03-15 08:58:01,-3.6786285,40.426049,"(-3.6786285, 40.426049)"
84,"Calle Claudio Coello, 43 ,",04,041,1495,92,23,2024-03-15 08:58:01,-3.6865463,40.4262945,"(-3.6865463, 40.4262945)"
85,"Calle Goya (esquina calle Marqués de Zurgeña),",04,041,1496,93,23,2024-03-15 08:58:01,-3.6893361690338167,40.42575853342561,"(-3.6893361690338167, 40.42575853342561)"
86,"Paseo de Recoletos nº 20,",04,041,1497,94,23,2024-03-15 08:58:01,-3.690756,40.4232153,"(-3.690756, 40.4232153)"
87,"Calle Claudio Coello nº 19,",04,041,1498,95,23,2024-03-15 08:58:01,-3.6869293,40.4225428,"(-3.6869293, 40.4225428)"
88,"Calle Alcalá nº 111,",04,041,1499,96,27,2024-03-15 08:58:01,-3.682204798770403,40.42201515498424,"(-3.682204798770403, 40.42201515498424)"
89,"Avenida Menéndez Pelayo (esquina calle Alcalá),",04,042,1500,97,27,2024-03-15 08:58:01,-3.6802556,40.4225364,"(-3.6802556, 40.4225364)"
90,"Calle Narváez, 3 ,",04,042,1501,98,23,2024-03-15 08:58:01,-3.6757676,40.4241325,"(-3.6757676, 40.4241325)"
91,"Calle Alcántara, 4 ,",04,042,1502,99,23,2024-03-15 08:58:01,-3.6740178,40.4260391,"(-3.6740178, 40.4260391)"
92,"Calle Goya nº 99,",04,042,1503,100,26,2024-03-15 08:58:01,-3.67384,40.42478,"(-3.67384, 40.42478)"
93,"Calle Jorge Juán, 129 ,",04,042,1504,101,24,2024-03-15 08:58:01,-3.6696804,40.4230771,"(-3.6696804, 40.4230771)"
94,"Calle Alcalá nº 95,",04,041,1505,102,23,2024-03-15 08:58:01,-3.6842317,40.4211845,"(-3.6842317, 40.4211845)"
95,"Calle José Ortega y Gasset, 6 ,",04,046,1506,103,23,2024-03-15 08:58:01,-3.686744,40.43053,"(-3.686744, 40.43053)"
96,"Paseo de la Castellana nº 4,",04,041,1507,104,23,2024-03-15 08:58:01,-3.68958,40.42677,"(-3.68958, 40.42677)"
97,"Calle Serrano nº 46,",04,041,1508,105,23,2024-03-15 08:58:01,-3.6875418,40.4270832,"(-3.6875418, 40.4270832)"
98,"Calle Serrano nº 32,",04,041,1510,106B,19,2024-03-15 08:58:01,-3.68789,40.424776,"(-3.68789, 40.424776)"
99,"Calle Serrano nº 8,",04,041,1511,107,23,2024-03-15 08:58:01,-3.6883841104507464,40.42156087297841,"(-3.6883841104507464, 40.42156087297841)"
100,"Calle Mártires Concepcionistas nº 2,",04,042,1512,108,27,2024-03-15 08:58:01,-3.670652,40.427402,"(-3.670652, 40.427402)"
101,"Calle José Ortega y Gasset nº 30,",04,046,1513,109,23,2024-03-15 08:58:01,-3.6814521,40.4301245,"(-3.6814521, 40.4301245)"
102,"Paseo de Moret nº 1,",09,091,1514,110,23,2024-03-15 08:58:01,-3.7201021,40.434745,"(-3.7201021, 40.434745)"
103,"Calle Arcipreste de Hita nº 8,",07,071,1515,111A,23,2024-03-15 08:58:01,-3.7175248,40.4336027,"(-3.7175248, 40.4336027)"
104,"Calle Arcipreste de Hita nº 12,",07,071,1516,111B,23,2024-03-15 08:58:01,-3.7177434,40.433913,"(-3.7177434, 40.433913)"
105,"Paseo Moret, 9 ,",09,092,1517,112,23,2024-03-15 08:58:01,-3.724736,40.4326901,"(-3.724736, 40.4326901)"
106,"Paseo del Pintor Rosales frente al nº 38,",09,091,1518,113,24,2024-03-15 08:58:01,-3.7207263,40.427538,"(-3.7207263, 40.427538)"
107,"Calle Quintana nº 13,",09,092,1519,114,23,2024-03-15 08:58:01,-3.7174631,40.4278379,"(-3.7174631, 40.4278379)"
108,"Paseo de Pintor Rosales (esquina Marqués de Cerralbo),",09,092,1520,115,23,2024-03-15 08:58:01,-3.7170515055225373,40.42531476841791,"(-3.7170515055225373, 40.42531476841791)"
109,"Plaza de España nº16,",09,092,1521,116A,18,2024-03-15 08:58:01,-3.713043,40.423679,"(-3.713043, 40.423679)"
110,"Calle de los Reyes, nº10,",01,015,1522,116B,18,2024-03-15 08:58:01,-3.71046,40.423684,"(-3.71046, 40.423684)"
111,"Calle Altamirano nº 24,",09,092,1523,117,23,2024-03-15 08:58:01,-3.7188898,40.4309797,"(-3.7188898, 40.4309797)"
112,"Calle Juan Martínez el empeciado (esquina calle Bustamante) ,",02,026,1524,118,23,2024-03-15 08:58:01,-3.6882407,40.400781,"(-3.6882407, 40.400781)"
113,"Calle Méndez Álvaro nº 11,",02,027,1525,119,23,2024-03-15 08:58:01,-3.6862653,40.4012905,"(-3.6862653, 40.4012905)"
114,"Calle Palos de la Frontera nº 27,",02,026,1526,120,27,2024-03-15 08:58:01,-3.6948251018524214,40.403090451430614,"(-3.6948251018524214, 40.403090451430614)"
115,"Paseo de Santa María de la Cabeza nº 58,",02,026,1527,121,27,2024-03-15 08:58:01,-3.6986027,40.4017487,"(-3.6986027, 40.4017487)"
116,"Calle Santa Engracia nº 14,",07,074,1528,122,23,2024-03-15 08:58:01,-3.6963659,40.4295362,"(-3.6963659, 40.4295362)"
117,"Calle Guzmán el Bueno nº 2,",07,071,1529,123,27,2024-03-15 08:58:01,-3.7133412,40.4306458,"(-3.7133412, 40.4306458)"
118,"Calle Fernández de la Hoz nº 29,",07,074,1531,125,27,2024-03-15 08:58:01,-3.6948,40.4353,"(-3.6948, 40.4353)"
119,"Calle del General Álvarez de Castro, 6 ,",07,073,1532,126,27,2024-03-15 08:58:01,-3.7018044,40.4345976,"(-3.7018044, 40.4345976)"
120,"Calle Fernando el Católico nº 19,",07,072,1533,127,27,2024-03-15 08:58:01,-3.708439,40.4338516,"(-3.708439, 40.4338516)"
121,"Calle Cea Bermúdez nº 59,",07,076,1534,128,27,2024-03-15 08:58:01,-3.7154,40.4392,"(-3.7154, 40.4392)"
122,"Calle de José Abascal, 33-35 ,",07,075,1535,129,27,2024-03-15 08:58:01,-3.6982353,40.4383865,"(-3.6982353, 40.4383865)"
123,"Calle de Santa Engracia, 129 ,",07,075,1536,130,23,2024-03-15 08:58:01,-3.70164,40.44156,"(-3.70164, 40.44156)"
124,"Calle Bravo Murillo nº 44,",07,075,1537,131,23,2024-03-15 08:58:01,-3.70403123,40.4417884,"(-3.70403123, 40.4417884)"
125,"Calle Santa Engracia, 164 ,",07,075,1538,132,27,2024-03-15 08:58:01,-3.703605250412747,40.446377501314885,"(-3.703605250412747, 40.446377501314885)"
126,"Calle Dulcinea, 3 ,",06,062,1539,133,24,2024-03-15 08:58:01,-3.7001669,40.447125,"(-3.7001669, 40.447125)"
127,"Calle María de Guzmán nº 58,",07,075,1540,134,23,2024-03-15 08:58:01,-3.6955687,40.4441818,"(-3.6955687, 40.4441818)"
128,"Plaza de San Juan de la Cruz, 10 ,",07,075,1541,135,23,2024-03-15 08:58:01,-3.692734,40.441481,"(-3.692734, 40.441481)"
129,"Paseo de la Castellana nº 106,",05,051,1542,136,23,2024-03-15 08:58:01,-3.690769,40.4451244,"(-3.690769, 40.4451244)"
130,"Plaza de la republica argentina, 7 ,",05,051,1543,137,24,2024-03-15 08:58:01,-3.6853377,40.4454477,"(-3.6853377, 40.4454477)"
131,"Paseo de la Castellana, 63 ,",07,075,1544,138,23,2024-03-15 08:58:01,-3.6914063,40.4457414,"(-3.6914063, 40.4457414)"
132,"Calle Pedro de Valdivia, 2 ,",05,051,1545,139,24,2024-03-15 08:58:01,-3.690419307270818,40.43939562033124,"(-3.690419307270818, 40.43939562033124)"
133,"Calle Velázquez, 134 ,",05,051,1546,140,27,2024-03-15 08:58:01,-3.6830583,40.4387566,"(-3.6830583, 40.4387566)"
134,"Paseo de la Castellana nº 43,",07,074,1547,141,12,2024-03-15 08:58:01,-3.6893917,40.4354047,"(-3.6893917, 40.4354047)"
135,"Calle General Pardiñas, 58 ,",04,045,1549,186,23,2024-03-15 08:58:01,-3.6783016,40.4289804,"(-3.6783016, 40.4289804)"
136,"Calle de Juan Bravo, 51 ,",04,045,1550,144,27,2024-03-15 08:58:01,-3.675556,40.4324081,"(-3.675556, 40.4324081)"
137,"Calle Ortega y Gasset nº 87,",04,045,1551,145,23,2024-03-15 08:58:01,-3.6712823,40.429887,"(-3.6712823, 40.429887)"
138,"Calle de María Francisca, 3,",05,051,1552,146,19,2024-03-15 08:58:01,-3.6788499,40.4442541,"(-3.6788499, 40.4442541)"
139,"Avenida del Doctor Arce nº 45,",05,051,1553,147,23,2024-03-15 08:58:01,-3.6794,40.4484,"(-3.6794, 40.4484)"
140,"Calle Serrano nº 210,",05,051,1554,148,23,2024-03-15 08:58:01,-3.6813971,40.451117,"(-3.6813971, 40.451117)"
141,"Paseo de la Habana nº 42,",05,051,1555,149,23,2024-03-15 08:58:01,-3.6879303,40.4498515,"(-3.6879303, 40.4498515)"
142,"Calle Orense nº 12,",06,062,1557,151,27,2024-03-15 08:58:01,-3.6953592650123657,40.44881224951987,"(-3.6953592650123657, 40.44881224951987)"
143,"Avenida del General Perón, 4 ,",06,062,1558,152,23,2024-03-15 08:58:01,-3.6989,40.4525,"(-3.6989, 40.4525)"
144,"Avenida del General Perón, 36 ,",06,062,1559,153,23,2024-03-15 08:58:01,-3.6936,40.4523,"(-3.6936, 40.4523)"
145,"Calle Orense nº 36,",06,062,1560,154,24,2024-03-15 08:58:01,-3.6946218,40.4548456,"(-3.6946218, 40.4548456)"
146,"Calle San Germán nº 57,",06,062,1561,155,23,2024-03-15 08:58:01,-3.700930190178302,40.4573342300643,"(-3.700930190178302, 40.4573342300643)"
147,"Calle Sor Ángela de la Cruz nº 2,",06,063,1562,156,24,2024-03-15 08:58:01,-3.691533,40.4592351,"(-3.691533, 40.4592351)"
148,"Avenida de Alberto Alcocer nº 22,",05,054,1564,158,23,2024-03-15 08:58:01,-3.684625,40.45869,"(-3.684625, 40.45869)"
149,"Paseo de la Habana nº 63,",05,054,1565,159,23,2024-03-15 08:58:01,-3.6835926,40.4543852,"(-3.6835926, 40.4543852)"
150,"Calle Colombia, 11 ,",05,054,1566,160,24,2024-03-15 08:58:01,-3.6763439,40.4572466,"(-3.6763439, 40.4572466)"
151,"Calle del Pinzón, 111 ,",11,114,2152,376,24,2024-03-15 08:58:01,-3.7405438,40.39229225,"(-3.7405438, 40.39229225)"
152,"Avenida De Abrantes, 55 ,",11,117,2153,377,18,2024-03-15 08:58:01,-3.72783615,40.38091762,"(-3.72783615, 40.38091762)"
