,address,code_district,code_suburb,id,number,total_bases,last_updated,longitude,latitude,coordinates
304,"Calle Francisco Balseiro, 2 ,Comunidad de Madrid España",06,061,2362,237,24,2024-03-15 08:58:01,-3.7102736,40.4516819,"(-3.7102736, 40.4516819)"
305,"Calle María de las Mercedes de Borbón, 214,",16,166,2365,262,23,2024-03-15 08:58:01,-3.620114,40.4928683,"(-3.620114, 40.4928683)"
306,"Calle María de las Mercedes de Borbón, 98,",16,166,2366,611,23,2024-03-15 08:58:01,-3.6121068531215528,40.490908297996654,"(-3.6121068531215528, 40.490908297996654)"
307,"Paseo de la Florida nº 8,",09,091,1567,161,27,2024-03-15 08:58:01,-3.7220993214090403,40.422192474165534,"(-3.7220993214090403, 40.422192474165534)"
308,"Paseo de los Olmos, 26 ,",02,022,1568,162,23,2024-03-15 08:58:01,-3.7105765,40.4034968,"(-3.7105765, 40.4034968)"
309,"Paseo de la Esperanza, 2A ,",02,022,1569,163,18,2024-03-15 08:58:01,-3.706445,40.4037586,"(-3.706445, 40.4037586)"
310,"Paseo de las Delicias nº 94,",02,025,1570,164,27,2024-03-15 08:58:01,-3.69461,40.39723,"(-3.69461, 40.39723)"
311,"Paseo de la Chopera frente 51 ,",02,023,1571,165,43,2024-03-15 08:58:01,-3.697596,40.392888,"(-3.697596, 40.392888)"
312,"Calle Segovia nº 26,",01,011,1572,166,27,2024-03-15 08:58:01,-3.7133770233135133,40.41390473235381,"(-3.7133770233135133, 40.41390473235381)"
313,"Calle Segovia nº 45,",02,021,1573,167,27,2024-03-15 08:58:01,-3.71748917032373,40.41374770742206,"(-3.71748917032373, 40.41374770742206)"
314,"Paseo Santa María de la Cabeza frente al 30 ,",02,026,1574,168,23,2024-03-15 08:58:01,-3.6959,40.4046,"(-3.6959, 40.4046)"
315,"Calle Toledo nº 181,",02,022,1575,169,24,2024-03-15 08:58:01,-3.713823,40.401589,"(-3.713823, 40.401589)"
316,"Paseo de la Esperanza nº 21,",02,022,1576,170,24,2024-03-15 08:58:01,-3.7043956,40.4010554,"(-3.7043956, 40.4010554)"
317,"Calle Embajadores nº 97,",02,025,1577,171,27,2024-03-15 08:58:01,-3.6984023,40.3997013,"(-3.6984023, 40.3997013)"
318,"Calle Bustamante nº 3,",02,025,1578,172,23,2024-03-15 08:58:01,-3.6934926,40.4008279,"(-3.6934926, 40.4008279)"
319,"Paseo de la Esperanza nº 59,",02,022,1579,173,24,2024-03-15 08:58:01,-3.7024839,40.3983467,"(-3.7024839, 40.3983467)"
320,"Paseo de Yeserías nº 45,",02,022,1580,174,27,2024-03-15 08:58:01,-3.7065258846557603,40.39742958306358,"(-3.7065258846557603, 40.39742958306358)"
321,"Calle Jaime el Conquistador nº 30,",02,023,1581,175,19,2024-03-15 08:58:01,-3.69834452,40.3962264,"(-3.69834452, 40.3962264)"
322,"Calle Bolívar nº 3,",02,025,1583,177,23,2024-03-15 08:58:01,-3.6941876374343896,40.391447085678806,"(-3.6941876374343896, 40.391447085678806)"
323,"Calle León Gil de Palacio nº 1,",03,031,1584,178,24,2024-03-15 08:58:01,-3.6788343,40.4029202,"(-3.6788343, 40.4029202)"
324,"Avenida de la Albufera nº 6,",13,132,1585,179,24,2024-03-15 08:58:01,-3.6692724,40.3979273,"(-3.6692724, 40.3979273)"
325,"Calle Retama (esquina con calle Acanto),",02,027,1586,180,23,2024-03-15 08:58:01,-3.67589,40.3940423,"(-3.67589, 40.3940423)"
326,"Calle Ibiza nº 16,",03,034,1587,181,27,2024-03-15 08:58:01,-3.676443540475469,40.41816932665331,"(-3.676443540475469, 40.41816932665331)"
327,"Alcalde Sainz de Baranda (esquina con calle de Juan Espladiu),",03,033,1588,182,23,2024-03-15 08:58:01,-3.6657777,40.4186666,"(-3.6657777, 40.4186666)"
328,"Calle Hermosilla, 135,",04,042,1589,183,23,2024-03-15 08:58:01,-3.669339,40.425635,"(-3.669339, 40.425635)"
329,"Paseo del Marqués Zafra, 24 ,",04,043,1590,184,24,2024-03-15 08:58:01,-3.6653055,40.426,"(-3.6653055, 40.426)"
330,"Calle Sancho Dávila, 35 ,",04,043,1591,185,24,2024-03-15 08:58:01,-3.6615277,40.4250833,"(-3.6615277, 40.4250833)"
331,"Calle de Diego de León, 54 ,",04,045,1592,143,23,2024-03-15 08:58:01,-3.6780802,40.434676,"(-3.6780802, 40.434676)"
332,"Avenida de Daroca, 2 ,",15,151,1594,188,27,2024-03-15 08:58:01,-3.6590286,40.4312562,"(-3.6590286, 40.4312562)"
333,"Avenida donostiarra,",15,154,1595,189,23,2024-03-15 08:58:01,-3.6554918,40.4351256,"(-3.6554918, 40.4351256)"
334,"Calle Velázquez, 91 ,",04,046,1596,190,23,2024-03-15 08:58:01,-3.6833753,40.4343053,"(-3.6833753, 40.4343053)"
335,"Calle de Alfonso Heredia, 2 ,",04,044,1597,191,19,2024-03-15 08:58:01,-3.6740777840614403,40.434569387142616,"(-3.6740777840614403, 40.434569387142616)"
336,"Avenida de los Toreros, 3 ,",04,044,1598,192,27,2024-03-15 08:58:01,-3.6714677183853106,40.431826464468664,"(-3.6714677183853106, 40.431826464468664)"
337,"Avenida De los Toreros, 49 ,",04,044,1599,193,27,2024-03-15 08:58:01,-3.6655555,40.4324722,"(-3.6655555, 40.4324722)"
338,"Calle Francisco Silvela, 87 ,",04,044,1600,194,24,2024-03-15 08:58:01,-3.6771535,40.4372638,"(-3.6771535, 40.4372638)"
339,"Calle Mataelpino, 1 ,",05,052,1601,195,24,2024-03-15 08:58:01,-3.6754444,40.4392222,"(-3.6754444, 40.4392222)"
340,"Calle Suero de Quiñones, 4 ,",05,053,1602,196,27,2024-03-15 08:58:01,-3.6752218,40.4442237,"(-3.6752218, 40.4442237)"
341,"Avenida de Concha Espina, 36 ,",05,051,1603,197,23,2024-03-15 08:58:01,-3.677916,40.4516059,"(-3.677916, 40.4516059)"
342,"Paseo de las Castellana, 33 ,",07,074,1604,198,23,2024-03-15 08:58:01,-3.6891,40.432,"(-3.6891, 40.432)"
343,"Calle Fernando el Católico, 61 ,",07,071,1605,199,27,2024-03-15 08:58:01,-3.7149166,40.4343611,"(-3.7149166, 40.4343611)"
344,"Glorieta de Quevedo, 4 ,",07,072,1606,200,24,2024-03-15 08:58:01,-3.7045789811585417,40.43375360585919,"(-3.7045789811585417, 40.43375360585919)"
345,"Calle José Abascal, 2 ,",07,075,1607,201,23,2024-03-15 08:58:01,-3.7038333,40.4386944,"(-3.7038333, 40.4386944)"
346,"Calle de Santander, 1 ,",07,076,1608,202,27,2024-03-15 08:58:01,-3.7083,40.4413,"(-3.7083, 40.4413)"
347,"Calle General de Ampudia 2,",07,076,1609,203,24,2024-03-15 08:58:01,-3.7144722,40.44175,"(-3.7144722, 40.44175)"
348,"Calle Doctor Santero, 1 ,",06,061,1610,204,23,2024-03-15 08:58:01,-3.7040397,40.4476488,"(-3.7040397, 40.4476488)"
349,"Calle Navarra, 1 ,",06,061,1611,205,23,2024-03-15 08:58:01,-3.7032777,40.4535,"(-3.7032777, 40.4535)"
350,"Calle Marqués de Viana, 3 ,",06,066,1612,206,23,2024-03-15 08:58:01,-3.698915521426396,40.4607466894426,"(-3.698915521426396, 40.4607466894426)"
351,"Calle Azucenas, 2 ,",06,065,1613,207,19,2024-03-15 08:58:01,-3.6973352,40.4630443,"(-3.6973352, 40.4630443)"
352,"Paseo de la Castellana, 216 ,",05,056,1614,208,18,2024-03-15 08:58:01,-3.6890611,40.4662811,"(-3.6890611, 40.4662811)"
353,"Plaza de Castilla, 9 ,",05,055,1615,209,23,2024-03-15 08:58:01,-3.6887,40.4657,"(-3.6887, 40.4657)"
354,"Calle de las Tres Cruces,",01,016,1616,210,27,2024-03-15 08:58:01,-3.7027164,40.4196518,"(-3.7027164, 40.4196518)"
355,"Calle de el Desengaño, 4 ,",01,015,1617,211,23,2024-03-15 08:58:01,-3.70239,40.42059,"(-3.70239, 40.42059)"
356,"Glorieta Marqués de Vadillo, 9,",11,113,1618,212,27,2024-03-15 08:58:01,-3.716591,40.398247,"(-3.716591, 40.398247)"
357,"Calle de Antonio López, 129 ,",12,125,1619,213,23,2024-03-15 08:58:01,-3.7002247,40.3889918,"(-3.7002247, 40.3889918)"
358,"Calle Condesa de Venadito, 2 ,",15,155,1620,214,24,2024-03-15 08:58:01,-3.6569031,40.4434316,"(-3.6569031, 40.4434316)"
359,"Calle Gutierre de Cetina, 77 ,",15,152,1621,215,23,2024-03-15 08:58:01,-3.6408093,40.429588,"(-3.6408093, 40.429588)"
360,"Plaza Puerta del Ángel, 3 ,",10,102,1622,216,27,2024-03-15 08:58:01,-3.72897,40.4141,"(-3.72897, 40.4141)"
361,"Calle Pedro Rico, 4 ,",08,085,1623,217,23,2024-03-15 08:58:01,-3.6890758,40.480884,"(-3.6890758, 40.480884)"
362,"Camino de Vinateros, 28 ,",14,144,1624,218,23,2024-03-15 08:58:01,-3.6572967,40.4105478,"(-3.6572967, 40.4105478)"
363,"Camino de los Vinateros, 108 ,",14,143,1625,219,18,2024-03-15 08:58:01,-3.6467338,40.4083593,"(-3.6467338, 40.4083593)"
364,"Calle Arrollo de las Pilillas, 2 ,",14,144,1626,220,24,2024-03-15 08:58:01,-3.651384,40.406156,"(-3.651384, 40.406156)"
365,"Calle Hacienda de Pavones, 148 ,",14,141,1627,221,23,2024-03-15 08:58:01,-3.634744478732248,40.400492026660594,"(-3.634744478732248, 40.400492026660594)"
366,"Calle Eugenio Caxes, 14 ,",12,125,1628,222,23,2024-03-15 08:58:01,-3.7026789,40.3917871,"(-3.7026789, 40.3917871)"
367,"Paseo de la Ermita del Santo, 48 ,",10,101,1629,223,27,2024-03-15 08:58:01,-3.724576,40.406448,"(-3.724576, 40.406448)"
368,"Calle Caramuel, 51 ,",10,102,1630,224,27,2024-03-15 08:58:01,-3.7287,40.409,"(-3.7287, 40.409)"
369,"Calle Sierra Toledana, 33 ,",13,136,1631,225,24,2024-03-15 08:58:01,-3.660345,40.402506,"(-3.660345, 40.402506)"
370,"Camino Valderribas, 94 ,",13,136,1632,226,23,2024-03-15 08:58:01,-3.6607768678037744,40.39901531507069,"(-3.6607768678037744, 40.39901531507069)"
371,"Calle Arrollo del Olivar, 3 ,",13,132,1633,227,24,2024-03-15 08:58:01,-3.6659362429356372,40.39382977920336,"(-3.6659362429356372, 40.39382977920336)"
372,"Calle San Delfín, 10 ,",11,111,1634,228,18,2024-03-15 08:58:01,-3.7080429728445563,40.39440607959559,"(-3.7080429728445563, 40.39440607959559)"
373,"Calle José del Hierro, 6 ,",15,153,1635,229,23,2024-03-15 08:58:01,-3.6486508,40.4369378,"(-3.6486508, 40.4369378)"
374,"Calle Carlota O'Neill, 30-32 ,",15,155,1636,230,24,2024-03-15 08:58:01,-3.6488254,40.4436792,"(-3.6488254, 40.4436792)"
375,"Calle Derechos Humanos, 14 ,",15,155,1637,231,24,2024-03-15 08:58:01,-3.6557193,40.4398283,"(-3.6557193, 40.4398283)"
376,"Calle De José Maria Pereda, 1 ,",15,151,1638,232,26,2024-03-15 08:58:01,-3.6486169,40.4327663,"(-3.6486169, 40.4327663)"
377,"Calle Marqués de Corbera, 12 ,",15,151,1639,233,24,2024-03-15 08:58:01,-3.6555789,40.4229522,"(-3.6555789, 40.4229522)"
378,"Avenida Marques de Corbera, 52 ,",15,151,1640,234,24,2024-03-15 08:58:01,-3.6510917,40.4261278,"(-3.6510917, 40.4261278)"
379,"Calle del Sodio, 1B ,",02,024,1641,235,23,2024-03-15 08:58:01,-3.691076,40.389041,"(-3.691076, 40.389041)"
380,"Paseo Imperial, 31 ,",02,021,1642,236,27,2024-03-15 08:58:01,-3.7170785,40.4075794,"(-3.7170785, 40.4075794)"
381,"CalleSan Germán, 5 ,",06,062,1644,238,24,2024-03-15 08:58:01,-3.6932611,40.4561825,"(-3.6932611, 40.4561825)"
382,"Calle de Francos Rodríguez, 62 ,",06,066,1645,239,23,2024-03-15 08:58:01,-3.7078331,40.4567132,"(-3.7078331, 40.4567132)"
383,"Avenida De Brasilia, 9 ,",04,044,1646,240,23,2024-03-15 08:58:01,-3.66096,40.43666,"(-3.66096, 40.43666)"
384,"Avenida De Bruselas, 56 ,",04,044,1648,242,23,2024-03-15 08:58:01,-3.662928,40.439513,"(-3.662928, 40.439513)"
385,"Calle Cartagena, 37,",04,044,1649,243,23,2024-03-15 08:58:01,-3.67012,40.43503,"(-3.67012, 40.43503)"
386,"Calle Isaac Peral, 42 ,",07,076,1650,244,23,2024-03-15 08:58:01,-3.71757,40.44003,"(-3.71757, 40.44003)"
387,"Calle Galileo, 63 ,",07,072,1651,245,24,2024-03-15 08:58:01,-3.7101381,40.4363637,"(-3.7101381, 40.4363637)"
388,"Calle de Santa Engracia, 85-87 ,",07,073,1652,246,27,2024-03-15 08:58:01,-3.6992484724046637,40.43595788149785,"(-3.6992484724046637, 40.43595788149785)"
389,"Calle de Zurbano, 90 ,",07,075,1653,247,23,2024-03-15 08:58:01,-3.69281,40.43837,"(-3.69281, 40.43837)"
390,"Calle de Sinesio Delgado, 2 ,",08,085,1654,248,27,2024-03-15 08:58:01,-3.6879973,40.4743209,"(-3.6879973, 40.4743209)"
391,"Paseo de la Castellana, 298 ,",05,056,1655,249,24,2024-03-15 08:58:01,-3.6853186,40.4795018,"(-3.6853186, 40.4795018)"
392,"Calle Serrano, 111 ,",05,051,1656,250,27,2024-03-15 08:58:01,-3.6858096,40.4406491,"(-3.6858096, 40.4406491)"
393,"Calle Santa Hortensia, 31 ,",05,052,1657,251,23,2024-03-15 08:58:01,-3.66683,40.44421,"(-3.66683, 40.44421)"
394,"Calle Agustín de Foxá, 40 ,",05,056,1658,252,23,2024-03-15 08:58:01,-3.6839695,40.4717403,"(-3.6839695, 40.4717403)"
395,"Calle del Doctor Fleming, 7 ,",05,054,1659,253,19,2024-03-15 08:58:01,-3.68844,40.45546,"(-3.68844, 40.45546)"
396,"Avenida De Pio XII, 3 ,",05,055,1660,254,23,2024-03-15 08:58:01,-3.67656,40.461,"(-3.67656, 40.461)"
397,"Calle General López pozas, 2 ,",05,055,1661,255,23,2024-03-15 08:58:01,-3.685292,40.46361,"(-3.685292, 40.46361)"
398,"Calle Beatriz de Bobadilla, 4 ,",09,093,1662,256,23,2024-03-15 08:58:01,-3.71383,40.44635,"(-3.71383, 40.44635)"
399,"Avenida Juan Herrera, 1 ,",09,093,1663,257,23,2024-03-15 08:58:01,-3.730527,40.438873,"(-3.730527, 40.438873)"
400,"Ciudad Universitaria, 1 ,",09,093,1664,258,24,2024-03-15 08:58:01,-3.726939,40.444311,"(-3.726939, 40.444311)"
401,"Ciudad Universitaria, 2 ,",09,093,1665,259,19,2024-03-15 08:58:01,-3.726752004160312,40.44270528449462,"(-3.726752004160312, 40.44270528449462)"
402,"Facultad de Biología,",09,093,1666,260,24,2024-03-15 08:58:01,-3.7272945,40.4483322,"(-3.7272945, 40.4483322)"
403,"Avenida Complutense, 21 ,",09,093,1667,261,23,2024-03-15 08:58:01,-3.7296756,40.4505516,"(-3.7296756, 40.4505516)"
404,"Calle Amparo Usera, 46 ,",12,125,1951,384,23,2024-03-15 08:58:01,-3.7061449,40.38707469,"(-3.7061449, 40.38707469)"
405,"Calle Doctor Tolosa Latour, 7 ,",12,127,1952,388,23,2024-03-15 08:58:01,-3.70041478,40.37837955,"(-3.70041478, 40.37837955)"
406,"Calle Campotejar , 25,",12,122,1953,385,23,2024-03-15 08:58:01,-3.70388671,40.36721104,"(-3.70388671, 40.36721104)"
407,"Calle Isabelita Usera, 44 ,",12,127,1954,387,23,2024-03-15 08:58:01,-3.70773972,40.38272256,"(-3.70773972, 40.38272256)"
408,"Avenida de la Perla, 35,",12,123,1955,383,23,2024-03-15 08:58:01,-3.6939702,40.3700017,"(-3.6939702, 40.3700017)"
409,"Avenida de los Poblados, 130,",12,121,1956,386,23,2024-03-15 08:58:01,-3.71331521,40.37347443,"(-3.71331521, 40.37347443)"
410,"Avenida Ramon y Cajal, 101,",15,157,1957,476,23,2024-03-15 08:58:01,-3.662016,40.453493,"(-3.662016, 40.453493)"
411,"Calle de los Misterios, 2 ,",15,153,1958,477,23,2024-03-15 08:58:01,-3.638904,40.438278,"(-3.638904, 40.438278)"
412,"Calle José del Hierro esquina con Arturo Soria ,",15,154,1959,478,22,2024-03-15 08:58:01,-3.6410572,40.44152084,"(-3.6410572, 40.44152084)"
413,"Angel Muñoz, 1,",15,156,1960,479,27,2024-03-15 08:58:01,-3.6558371312827975,40.45478362295884,"(-3.6558371312827975, 40.45478362295884)"
414,"Calle Vicente Muzas, 13 ,",15,157,1961,480,23,2024-03-15 08:58:01,-3.66044255,40.45903315,"(-3.66044255, 40.45903315)"
415,"Diego Ayllon, 2,",15,156,1962,481,23,2024-03-15 08:58:01,-3.65219063,40.45117857,"(-3.65219063, 40.45117857)"
416,"Calle de Velero, 16 ,Comunidad de Madrid España",21,211,1963,554,27,2024-03-15 08:58:01,-3.5941,40.453,"(-3.5941, 40.453)"
417,"Avda. de Burgos, 17 ,",05,056,1964,284,23,2024-03-15 08:58:01,-3.6757900294303902,40.473593878889254,"(-3.6757900294303902, 40.473593878889254)"
418,"Calle Marcelino Álvarez, 31 ,",15,151,1966,483,23,2024-03-15 08:58:01,-3.6534324,40.4297428,"(-3.6534324, 40.4297428)"
419,"Calle Luis Campos, 3,",15,152,1967,484,23,2024-03-15 08:58:01,-3.632389,40.42893071,"(-3.632389, 40.42893071)"
420,"Calle carretera de canillas, 17 ,",16,163,1968,523,23,2024-03-15 08:58:01,-3.65089253,40.4628701,"(-3.65089253, 40.4628701)"
421,"Calle Santa María Magdalena, 15 ,",05,055,1969,285,23,2024-03-15 08:58:01,-3.6706,40.4631,"(-3.6706, 40.4631)"
422,"Plaza Duque de Pastrana, 2 ,",05,056,1970,286,23,2024-03-15 08:58:01,-3.6779,40.4679,"(-3.6779, 40.4679)"
423,"Calle de la Yuca, 1,",05,056,1971,287,23,2024-03-15 08:58:01,-3.6762,40.4765,"(-3.6762, 40.4765)"
424,"Calle Caídos de la División Azul, 28 ,",05,055,1972,288,23,2024-03-15 08:58:01,-3.6723,40.4664,"(-3.6723, 40.4664)"
425,"Glorieta de Luís Rosales (esquina con López De Hoyos) ,",16,164,1973,524,23,2024-03-15 08:58:01,-3.6543,40.4673,"(-3.6543, 40.4673)"
426,"Fuente Carrantona , 33,",14,143,1974,460,27,2024-03-15 08:58:01,-3.63192261,40.4070216,"(-3.63192261, 40.4070216)"
427,"Luis de Hoyos Sainz, 198,",14,141,1975,455,23,2024-03-15 08:58:01,-3.62927465,40.400094,"(-3.62927465, 40.400094)"
428,"Encomienda de Palacios, 8,",14,145,1976,456,23,2024-03-15 08:58:01,-3.6464,40.4005,"(-3.6464, 40.4005)"
429,"Calle Ramirez Tomé, 33 ,",13,135,1977,416,27,2024-03-15 08:58:01,-3.6459739361763055,40.38875618103898,"(-3.6459739361763055, 40.38875618103898)"
430,"Calle Romeo y Julieta, 12 ,",13,133,1978,417,27,2024-03-15 08:58:01,-3.66217563,40.37873799,"(-3.66217563, 40.37873799)"
431,"Calle Puerto de Arlabán, 83 ,",13,132,1979,418,27,2024-03-15 08:58:01,-3.6675,40.3864,"(-3.6675, 40.3864)"
432,"Calle Cronos, 57 ,",20,201,1980,496,27,2024-03-15 08:58:01,-3.6194333,40.4384695,"(-3.6194333, 40.4384695)"
433,"Calle Hermanos García Noblejas, 137 ,",20,204,1981,501,23,2024-03-15 08:58:01,-3.6242,40.4191,"(-3.6242, 40.4191)"
434,"Calle Alcalá, 546,",20,201,1982,498,27,2024-03-15 08:58:01,-3.6178317,40.44313349999999,"(-3.6178317, 40.44313349999999)"
435,"Calle Alcala, 590,",20,207,1983,499,23,2024-03-15 08:58:01,-3.6121996,40.4466561,"(-3.6121996, 40.4466561)"
436,"Calle Aracne, 17,",20,206,1984,500,27,2024-03-15 08:58:01,-3.5895,40.445,"(-3.5895, 40.445)"
437,"Calle Alcalá, 506,",20,201,1985,497,23,2024-03-15 08:58:01,-3.6274,40.4407,"(-3.6274, 40.4407)"
438,"Calle Puerto Serrano, 1 enfrente del nº 6 ,",02,024,1986,265,23,2024-03-15 08:58:01,-3.688461,40.385412,"(-3.688461, 40.385412)"
439,"Calle Comandante Fontanés, 1 ,",11,113,1987,351,22,2024-03-15 08:58:01,-3.7211209,40.3951415,"(-3.7211209, 40.3951415)"
440,"Calle Ervigio, 22 ,",11,113,1988,350,23,2024-03-15 08:58:01,-3.7315,40.3947,"(-3.7315, 40.3947)"
441,"Calle Julio Merino, 5 ,",12,124,1989,389,23,2024-03-15 08:58:01,-3.7032,40.3831,"(-3.7032, 40.3831)"
442,"Calle avena, 10 ,",12,126,1990,390,23,2024-03-15 08:58:01,-3.7159,40.3773,"(-3.7159, 40.3773)"
443,"Avenida de Cantabria, 6,",21,211,1991,556,24,2024-03-15 08:58:01,-3.58772201,40.45462514,"(-3.58772201, 40.45462514)"
444,"Paseo de la Alameda de Osuna, 48,",21,211,1992,555,27,2024-03-15 08:58:01,-3.59812171,40.45476837,"(-3.59812171, 40.45476837)"
445,"Calle Francisco Villaespesa, 37 ,",15,151,1993,485,23,2024-03-15 08:58:01,-3.6464629,40.4293263,"(-3.6464629, 40.4293263)"
446,"Calle Arzobispo Morcillo, 6,",08,085,1994,570,27,2024-03-15 08:58:01,-3.6938,40.4815,"(-3.6938, 40.4815)"
447,"Calle Hernani, 59 ,",06,062,1995,295,23,2024-03-15 08:58:01,-3.6972,40.4481,"(-3.6972, 40.4481)"
448,"Calle de la Costa Verde, 25-23 ,",06,064,1996,296,23,2024-03-15 08:58:01,-3.696862,40.469477,"(-3.696862, 40.469477)"
449,"Calle Simancas, 2,",06,064,1997,297,23,2024-03-15 08:58:01,-3.69511298,40.4655,"(-3.69511298, 40.4655)"
450,"Calle Gallur, 5,",10,101,1998,323,23,2024-03-15 08:58:01,-3.7359,40.3984,"(-3.7359, 40.3984)"
451,"Calle de las Higueras, 49,",10,103,1999,324,23,2024-03-15 08:58:01,-3.745096152114864,40.40457132475174,"(-3.745096152114864, 40.40457132475174)"
452,"Hacienda de Pavones, 148,",14,145,2000,457,23,2024-03-15 08:58:01,-3.6419,40.4026,"(-3.6419, 40.4026)"
453,"Calle de la Maquinilla, 8-10 ,",13,134,2001,432,24,2024-03-15 08:58:01,-3.63648424,40.38078101,"(-3.63648424, 40.38078101)"
454,"Calle Marqués de Viana, 85 ,",06,066,2002,298,19,2024-03-15 08:58:01,-3.704478,40.463643,"(-3.704478, 40.463643)"
455,"Calle Sierra de Guadalupe, 11 ,",18,181,2003,437,27,2024-03-15 08:58:01,-3.62376457,40.38135158,"(-3.62376457, 40.38135158)"
456,"Calle de la Verdad, 29,",11,112,2004,358,23,2024-03-15 08:58:01,-3.71716,40.391787,"(-3.71716, 40.391787)"
457,"Calle Algorta, 2,",11,113,2005,352,23,2024-03-15 08:58:01,-3.72745169,40.39162261454714,"(-3.72745169, 40.39162261454714)"
